Entity,Code,year,Day,Average surface temperature,Average surface temperature
United States,USA,1984,15/03/84,2.1674855,8.659366
United States,USA,1984,15/04/84,7.0486326,8.659366
United States,USA,1984,15/05/84,13.6022625,8.659366
United States,USA,1984,15/06/84,19.014885,8.659366
United States,USA,1984,15/07/84,21.297115,8.659366
United States,USA,1984,15/08/84,20.777058,8.659366
United States,USA,1984,15/09/84,15.552435,8.659366
United States,USA,1984,15/10/84,9.444905,8.659366
United States,USA,1984,15/11/84,2.0857162,8.659366
United States,USA,1984,15/12/84,-1.348499,8.659366
United States,USA,1985,15/01/85,-4.246916,8.478724
United States,USA,1985,15/02/85,-3.8097794,8.478724
United States,USA,1985,15/03/85,3.324607,8.478724
United States,USA,1985,15/04/85,8.592529,8.478724
United States,USA,1985,15/05/85,14.54294,8.478724
United States,USA,1985,15/06/85,18.488724,8.478724
United States,USA,1985,15/07/85,21.874296,8.478724
United States,USA,1985,15/08/85,20.198486,8.478724
United States,USA,1985,15/09/85,15.0926,8.478724
United States,USA,1985,15/10/85,9.278224,8.478724
United States,USA,1985,15/11/85,1.4654768,8.478724
United States,USA,1985,15/12/85,-3.0565064,8.478724
United States,USA,1986,15/01/86,-1.5694757,9.373372
United States,USA,1986,15/02/86,-0.5256144,9.373372
United States,USA,1986,15/03/86,4.096621,9.373372
United States,USA,1986,15/04/86,8.2852745,9.373372
United States,USA,1986,15/05/86,14.046233,9.373372
United States,USA,1986,15/06/86,19.751314,9.373372
United States,USA,1986,15/07/86,21.589596,9.373372
United States,USA,1986,15/08/86,20.100777,9.373372
United States,USA,1986,15/09/86,15.747174,9.373372
United States,USA,1986,15/10/86,9.514499,9.373372
United States,USA,1986,15/11/86,2.2827594,9.373372
United States,USA,1986,15/12/86,-0.838691,9.373372
United States,USA,1987,15/01/87,-2.8159664,9.489453
United States,USA,1987,15/02/87,-0.16633068,9.489453
United States,USA,1987,15/03/87,2.7955575,9.489453
United States,USA,1987,15/04/87,9.157546,9.489453
United States,USA,1987,15/05/87,15.114486,9.489453
United States,USA,1987,15/06/87,19.703861,9.489453
United States,USA,1987,15/07/87,21.541655,9.489453
United States,USA,1987,15/08/87,20.558537,9.489453
United States,USA,1987,15/09/87,16.27582,9.489453
United States,USA,1987,15/10/87,9.590232,9.489453
United States,USA,1987,15/11/87,3.5446143,9.489453
United States,USA,1987,15/12/87,-1.426578,9.489453
United States,USA,1988,15/01/88,-4.356585,9.2101965
United States,USA,1988,15/02/88,-1.804563,9.2101965
United States,USA,1988,15/03/88,2.919987,9.2101965
United States,USA,1988,15/04/88,8.564369,9.2101965
United States,USA,1988,15/05/88,14.5804405,9.2101965
United States,USA,1988,15/06/88,20.18222,9.2101965
United States,USA,1988,15/07/88,22.456003,9.2101965
United States,USA,1988,15/08/88,21.292294,9.2101965
United States,USA,1988,15/09/88,16.196594,9.2101965
United States,USA,1988,15/10/88,9.194548,9.2101965
United States,USA,1988,15/11/88,2.8355544,9.2101965
United States,USA,1988,15/12/88,-1.5384966,9.2101965
United States,USA,1989,15/01/89,-3.2037466,8.793193
United States,USA,1989,15/02/89,-3.0248098,8.793193
United States,USA,1989,15/03/89,2.7911267,8.793193
United States,USA,1989,15/04/89,9.468275,8.793193
United States,USA,1989,15/05/89,13.962135,8.793193
United States,USA,1989,15/06/89,18.709211,8.793193
United States,USA,1989,15/07/89,22.076378,8.793193
United States,USA,1989,15/08/89,20.451694,8.793193
United States,USA,1989,15/09/89,16.232342,8.793193
United States,USA,1989,15/10/89,9.839132,8.793193
United States,USA,1989,15/11/89,2.4164398,8.793193
United States,USA,1989,15/12/89,-4.199861,8.793193
United States,USA,1990,15/01/90,-1.2184741,9.467429
United States,USA,1990,15/02/90,-1.9653516,9.467429
United States,USA,1990,15/03/90,4.2221065,9.467429
United States,USA,1990,15/04/90,9.39166,9.467429
United States,USA,1990,15/05/90,13.738063,9.467429
United States,USA,1990,15/06/90,19.995775,9.467429
United States,USA,1990,15/07/90,21.674213,9.467429
United States,USA,1990,15/08/90,20.938868,9.467429
United States,USA,1990,15/09/90,17.300278,9.467429
United States,USA,1990,15/10/90,9.544056,9.467429
United States,USA,1990,15/11/90,3.3824458,9.467429
United States,USA,1990,15/12/90,-3.3944964,9.467429
United States,USA,1991,15/01/91,-3.900503,9.3998995
United States,USA,1991,15/02/91,0.70492554,9.3998995
United States,USA,1991,15/03/91,3.2735918,9.3998995
United States,USA,1991,15/04/91,9.166041,9.3998995
United States,USA,1991,15/05/91,14.9061985,9.3998995
United States,USA,1991,15/06/91,19.369806,9.3998995
United States,USA,1991,15/07/91,21.679047,9.3998995
United States,USA,1991,15/08/91,20.82685,9.3998995
United States,USA,1991,15/09/91,16.485437,9.3998995
United States,USA,1991,15/10/91,10.215822,9.3998995
United States,USA,1991,15/11/91,1.2905798,9.3998995
United States,USA,1991,15/12/91,-1.2190018,9.3998995
United States,USA,1992,15/01/92,-2.06289,8.921977
United States,USA,1992,15/02/92,0.31786585,8.921977
United States,USA,1992,15/03/92,3.8637214,8.921977
United States,USA,1992,15/04/92,8.704989,8.921977
United States,USA,1992,15/05/92,13.855601,8.921977
United States,USA,1992,15/06/92,18.505232,8.921977
United States,USA,1992,15/07/92,20.50942,8.921977
United States,USA,1992,15/08/92,19.4909,8.921977
United States,USA,1992,15/09/92,15.337638,8.921977
United States,USA,1992,15/10/92,9.515254,8.921977
United States,USA,1992,15/11/92,1.8933896,8.921977
United States,USA,1992,15/12/92,-2.8673983,8.921977
United States,USA,1993,15/01/93,-3.5596874,8.794298
United States,USA,1993,15/02/93,-2.7092447,8.794298
United States,USA,1993,15/03/93,2.8372877,8.794298
United States,USA,1993,15/04/93,8.258363,8.794298
United States,USA,1993,15/05/93,14.498909,8.794298
United States,USA,1993,15/06/93,18.4982,8.794298
United States,USA,1993,15/07/93,21.317583,8.794298
United States,USA,1993,15/08/93,20.407856,8.794298
United States,USA,1993,15/09/93,15.491604,8.794298
United States,USA,1993,15/10/93,9.641138,8.794298
United States,USA,1993,15/11/93,1.8656753,8.794298
United States,USA,1993,15/12/93,-1.0161017,8.794298
United States,USA,1994,15/01/94,-3.899172,9.263078
United States,USA,1994,15/02/94,-2.849406,9.263078
United States,USA,1994,15/03/94,3.472859,9.263078
United States,USA,1994,15/04/94,9.091778,9.263078
United States,USA,1994,15/05/94,14.397399,9.263078
United States,USA,1994,15/06/94,20.0648,9.263078
United States,USA,1994,15/07/94,21.866175,9.263078
United States,USA,1994,15/08/94,20.992151,9.263078
United States,USA,1994,15/09/94,16.680653,9.263078
United States,USA,1994,15/10/94,9.667222,9.263078
United States,USA,1994,15/11/94,2.5723794,9.263078
United States,USA,1994,15/12/94,-0.89990497,9.263078
United States,USA,1995,15/01/95,-2.1957848,9.285535
United States,USA,1995,15/02/95,-0.067571804,9.285535
United States,USA,1995,15/03/95,2.8273234,9.285535
United States,USA,1995,15/04/95,7.9773254,9.285535
United States,USA,1995,15/05/95,13.473297,9.285535
United States,USA,1995,15/06/95,18.39514,9.285535
United States,USA,1995,15/07/95,21.75562,9.285535
United States,USA,1995,15/08/95,21.699114,9.285535
United States,USA,1995,15/09/95,16.785418,9.285535
United States,USA,1995,15/10/95,10.210629,9.285535
United States,USA,1995,15/11/95,2.5552044,9.285535
United States,USA,1995,15/12/95,-1.9892952,9.285535
United States,USA,1996,15/01/96,-4.3535075,8.587979
United States,USA,1996,15/02/96,-1.2926059,8.587979
United States,USA,1996,15/03/96,1.5641863,8.587979
United States,USA,1996,15/04/96,7.8934836,8.587979
United States,USA,1996,15/05/96,14.351651,8.587979
United States,USA,1996,15/06/96,19.337149,8.587979
United States,USA,1996,15/07/96,21.534014,8.587979
United States,USA,1996,15/08/96,20.42612,8.587979
United States,USA,1996,15/09/96,15.280526,8.587979
United States,USA,1996,15/10/96,8.738333,8.587979
United States,USA,1996,15/11/96,1.5110059,8.587979
United States,USA,1996,15/12/96,-1.9346024,8.587979
United States,USA,1997,15/01/97,-4.306124,8.888676
United States,USA,1997,15/02/97,-0.113055594,8.888676
United States,USA,1997,15/03/97,3.2547884,8.888676
United States,USA,1997,15/04/97,6.8239717,8.888676
United States,USA,1997,15/05/97,13.591148,8.888676
United States,USA,1997,15/06/97,18.851278,8.888676
United States,USA,1997,15/07/97,21.461868,8.888676
United States,USA,1997,15/08/97,20.48758,8.888676
United States,USA,1997,15/09/97,17.261648,8.888676
United States,USA,1997,15/10/97,9.032721,8.888676
United States,USA,1997,15/11/97,2.5784206,8.888676
United States,USA,1997,15/12/97,-2.2601318,8.888676
United States,USA,1998,15/01/98,-1.8647158,9.86294
United States,USA,1998,15/02/98,0.5249416,9.86294
United States,USA,1998,15/03/98,2.714458,9.86294
United States,USA,1998,15/04/98,8.538229,9.86294
United States,USA,1998,15/05/98,14.875762,9.86294
United States,USA,1998,15/06/98,18.561512,9.86294
United States,USA,1998,15/07/98,22.436298,9.86294
United States,USA,1998,15/08/98,21.146797,9.86294
United States,USA,1998,15/09/98,18.232075,9.86294
United States,USA,1998,15/10/98,10.229938,9.86294
United States,USA,1998,15/11/98,4.1935234,9.86294
United States,USA,1998,15/12/98,-1.2335407,9.86294
United States,USA,1999,15/01/99,-2.7329884,9.3794775
United States,USA,1999,15/02/99,-0.08814928,9.3794775
United States,USA,1999,15/03/99,2.5582163,9.3794775
United States,USA,1999,15/04/99,8.109023,9.3794775
United States,USA,1999,15/05/99,13.59526,9.3794775
United States,USA,1999,15/06/99,18.809324,9.3794775
United States,USA,1999,15/07/99,21.914772,9.3794775
United States,USA,1999,15/08/99,21.042606,9.3794775
United States,USA,1999,15/09/99,16.173876,9.3794775
United States,USA,1999,15/10/99,9.71858,9.3794775
United States,USA,1999,15/11/99,5.036391,9.3794775
United States,USA,1999,15/12/99,-1.5831826,9.3794775
United States,USA,2000,15/01/00,-2.4111598,9.437106
United States,USA,2000,15/02/00,1.7402294,9.437106
United States,USA,2000,15/03/00,4.652202,9.437106
United States,USA,2000,15/04/00,8.817104,9.437106
United States,USA,2000,15/05/00,14.883814,9.437106
United States,USA,2000,15/06/00,19.134596,9.437106
United States,USA,2000,15/07/00,21.591005,9.437106
United States,USA,2000,15/08/00,21.240604,9.437106
United States,USA,2000,15/09/00,16.36446,9.437106
United States,USA,2000,15/10/00,9.945083,9.437106
United States,USA,2000,15/11/00,1.095084,9.437106
United States,USA,2000,15/12/00,-3.8077514,9.437106
United States,USA,2001,15/01/01,-2.4637196,9.53598
United States,USA,2001,15/02/01,-1.20591,9.53598
United States,USA,2001,15/03/01,2.0553615,9.53598
United States,USA,2001,15/04/01,9.035197,9.53598
United States,USA,2001,15/05/01,14.501441,9.53598
United States,USA,2001,15/06/01,19.263847,9.53598
United States,USA,2001,15/07/01,21.787539,9.53598
United States,USA,2001,15/08/01,21.552456,9.53598
United States,USA,2001,15/09/01,16.79413,9.53598
United States,USA,2001,15/10/01,9.515244,9.53598
United States,USA,2001,15/11/01,4.964757,9.53598
United States,USA,2001,15/12/01,-1.3685819,9.53598
United States,USA,2002,15/01/02,-1.2991927,9.616954
United States,USA,2002,15/02/02,-0.66262716,9.616954
United States,USA,2002,15/03/02,1.7479981,9.616954
United States,USA,2002,15/04/02,9.024198,9.616954
United States,USA,2002,15/05/02,13.588077,9.616954
United States,USA,2002,15/06/02,20.007774,9.616954
United States,USA,2002,15/07/02,22.62962,9.616954
United States,USA,2002,15/08/02,20.872284,9.616954
United States,USA,2002,15/09/02,17.467619,9.616954
United States,USA,2002,15/10/02,9.135126,9.616954
United States,USA,2002,15/11/02,3.4845028,9.616954
United States,USA,2002,15/12/02,-0.5919364,9.616954
United States,USA,2003,15/01/03,-2.277538,9.5446615
United States,USA,2003,15/02/03,-1.5864803,9.5446615
United States,USA,2003,15/03/03,2.9528475,9.5446615
United States,USA,2003,15/04/03,8.827653,9.5446615
United States,USA,2003,15/05/03,14.10362,9.5446615
United States,USA,2003,15/06/03,18.757076,9.5446615
United States,USA,2003,15/07/03,22.52848,9.5446615
United States,USA,2003,15/08/03,21.702248,9.5446615
United States,USA,2003,15/09/03,16.184519,9.5446615
United States,USA,2003,15/10/03,11.473907,9.5446615
United States,USA,2003,15/11/03,3.1130917,9.5446615
United States,USA,2003,15/12/03,-1.2434791,9.5446615
United States,USA,2004,15/01/04,-4.276922,9.543204
United States,USA,2004,15/02/04,-1.7791827,9.543204
United States,USA,2004,15/03/04,4.742953,9.543204
United States,USA,2004,15/04/04,9.318927,9.543204
United States,USA,2004,15/05/04,15.171243,9.543204
United States,USA,2004,15/06/04,19.240074,9.543204
United States,USA,2004,15/07/04,21.691902,9.543204
United States,USA,2004,15/08/04,20.215052,9.543204
United States,USA,2004,15/09/04,16.546547,9.543204
United States,USA,2004,15/10/04,10.753618,9.543204
United States,USA,2004,15/11/04,3.9363785,9.543204
United States,USA,2004,15/12/04,-1.0421329,9.543204
United States,USA,2005,15/01/05,-2.2138915,9.853945
United States,USA,2005,15/02/05,0.017281244,9.853945
United States,USA,2005,15/03/05,3.2683723,9.853945
United States,USA,2005,15/04/05,8.814579,9.853945
United States,USA,2005,15/05/05,14.176364,9.853945
United States,USA,2005,15/06/05,19.65132,9.853945
United States,USA,2005,15/07/05,22.70629,9.853945
United States,USA,2005,15/08/05,21.474274,9.853945
United States,USA,2005,15/09/05,17.908884,9.853945
United States,USA,2005,15/10/05,10.566692,9.853945
United States,USA,2005,15/11/05,3.5106435,9.853945
United States,USA,2005,15/12/05,-1.6334668,9.853945
United States,USA,2006,15/01/06,-0.27760416,9.965974
United States,USA,2006,15/02/06,-0.76827073,9.965974
United States,USA,2006,15/03/06,2.5785673,9.965974
United States,USA,2006,15/04/06,9.862658,9.965974
United States,USA,2006,15/05/06,15.155453,9.965974
United States,USA,2006,15/06/06,20.125322,9.965974
United States,USA,2006,15/07/06,23.063152,9.965974
United States,USA,2006,15/08/06,21.089811,9.965974
United States,USA,2006,15/09/06,16.045729,9.965974
United States,USA,2006,15/10/06,9.663309,9.965974
United States,USA,2006,15/11/06,3.299784,9.965974
United States,USA,2006,15/12/06,-0.2462232,9.965974
United States,USA,2007,15/01/07,-3.108744,9.86437
United States,USA,2007,15/02/07,-2.420643,9.86437
United States,USA,2007,15/03/07,4.160882,9.86437
United States,USA,2007,15/04/07,8.549006,9.86437
United States,USA,2007,15/05/07,15.139254,9.86437
United States,USA,2007,15/06/07,19.967525,9.86437
United States,USA,2007,15/07/07,22.540686,9.86437
United States,USA,2007,15/08/07,22.25073,9.86437
United States,USA,2007,15/09/07,17.519402,9.86437
United States,USA,2007,15/10/07,11.159847,9.86437
United States,USA,2007,15/11/07,4.351275,9.86437
United States,USA,2007,15/12/07,-1.7367761,9.86437
United States,USA,2008,15/01/08,-3.7869124,8.99052
United States,USA,2008,15/02/08,-1.820615,8.99052
United States,USA,2008,15/03/08,2.6670616,8.99052
United States,USA,2008,15/04/08,7.984417,8.99052
United States,USA,2008,15/05/08,13.713589,8.99052
United States,USA,2008,15/06/08,19.521511,8.99052
United States,USA,2008,15/07/08,21.87766,8.99052
United States,USA,2008,15/08/08,20.688936,8.99052
United States,USA,2008,15/09/08,16.696436,8.99052
United States,USA,2008,15/10/08,9.311667,8.99052
United States,USA,2008,15/11/08,3.4137964,8.99052
United States,USA,2008,15/12/08,-2.381309,8.99052
United States,USA,2009,15/01/09,-3.753484,9.107009
United States,USA,2009,15/02/09,-0.49565613,9.107009
United States,USA,2009,15/03/09,2.6503875,9.107009
United States,USA,2009,15/04/09,8.227604,9.107009
United States,USA,2009,15/05/09,14.843495,9.107009
United States,USA,2009,15/06/09,18.990047,9.107009
United States,USA,2009,15/07/09,21.64175,9.107009
United States,USA,2009,15/08/09,20.530487,9.107009
United States,USA,2009,15/09/09,17.24124,9.107009
United States,USA,2009,15/10/09,8.642539,9.107009
United States,USA,2009,15/11/09,3.9763966,9.107009
United States,USA,2009,15/12/09,-3.2107005,9.107009
United States,USA,2010,15/01/10,-3.8255947,9.511647
United States,USA,2010,15/02/10,-2.3556123,9.511647
United States,USA,2010,15/03/10,3.2486923,9.511647
United States,USA,2010,15/04/10,9.604146,9.511647
United States,USA,2010,15/05/10,14.148252,9.511647
United States,USA,2010,15/06/10,20.0069,9.511647
United States,USA,2010,15/07/10,22.23981,9.511647
United States,USA,2010,15/08/10,21.883549,9.511647
United States,USA,2010,15/09/10,17.501978,9.511647
United States,USA,2010,15/10/10,11.065742,9.511647
United States,USA,2010,15/11/10,3.525329,9.511647
United States,USA,2010,15/12/10,-2.9034207,9.511647
United States,USA,2011,15/01/11,-3.768891,9.549898
United States,USA,2011,15/02/11,-2.024362,9.549898
United States,USA,2011,15/03/11,3.1983085,9.549898
United States,USA,2011,15/04/11,8.690683,9.549898
United States,USA,2011,15/05/11,13.675299,9.549898
United States,USA,2011,15/06/11,19.71462,9.549898
United States,USA,2011,15/07/11,22.89294,9.549898
United States,USA,2011,15/08/11,22.129547,9.549898
United States,USA,2011,15/09/11,17.25473,9.549898
United States,USA,2011,15/10/11,10.658616,9.549898
United States,USA,2011,15/11/11,2.8707988,9.549898
United States,USA,2011,15/12/11,-0.6935133,9.549898
United States,USA,2012,15/01/12,-2.3465538,10.389627
United States,USA,2012,15/02/12,0.53979343,10.389627
United States,USA,2012,15/03/12,5.90021,10.389627
United States,USA,2012,15/04/12,10.350671,10.389627
United States,USA,2012,15/05/12,15.583132,10.389627
United States,USA,2012,15/06/12,20.512323,10.389627
United States,USA,2012,15/07/12,23.197271,10.389627
United States,USA,2012,15/08/12,21.674444,10.389627
United States,USA,2012,15/09/12,17.18737,10.389627
United States,USA,2012,15/10/12,9.907845,10.389627
United States,USA,2012,15/11/12,3.2666364,10.389627
United States,USA,2012,15/12/12,-1.0976145,10.389627
United States,USA,2013,15/01/13,-2.463198,9.19625
United States,USA,2013,15/02/13,-1.3753012,9.19625
United States,USA,2013,15/03/13,2.2309268,9.19625
United States,USA,2013,15/04/13,7.1725307,9.19625
United States,USA,2013,15/05/13,14.07369,9.19625
United States,USA,2013,15/06/13,20.402716,9.19625
United States,USA,2013,15/07/13,22.216576,9.19625
United States,USA,2013,15/08/13,21.171143,9.19625
United States,USA,2013,15/09/13,17.14623,9.19625
United States,USA,2013,15/10/13,10.141688,9.19625
United States,USA,2013,15/11/13,2.665825,9.19625
United States,USA,2013,15/12/13,-3.0278254,9.19625
United States,USA,2014,15/01/14,-2.3699605,9.448188
United States,USA,2014,15/02/14,-2.393593,9.448188
United States,USA,2014,15/03/14,2.4000506,9.448188
United States,USA,2014,15/04/14,8.923371,9.448188
United States,USA,2014,15/05/14,14.797938,9.448188
United States,USA,2014,15/06/14,19.230867,9.448188
United States,USA,2014,15/07/14,21.3933,9.448188
United States,USA,2014,15/08/14,20.710732,9.448188
United States,USA,2014,15/09/14,16.930607,9.448188
United States,USA,2014,15/10/14,11.090343,9.448188
United States,USA,2014,15/11/14,2.2583656,9.448188
United States,USA,2014,15/12/14,0.40623632,9.448188
United States,USA,2015,15/01/15,-2.130782,10.340372
United States,USA,2015,15/02/15,-1.5582851,10.340372
United States,USA,2015,15/03/15,4.6479716,10.340372
United States,USA,2015,15/04/15,9.74916,10.340372
United States,USA,2015,15/05/15,14.881978,10.340372
United States,USA,2015,15/06/15,20.54416,10.340372
United States,USA,2015,15/07/15,21.957773,10.340372
United States,USA,2015,15/08/15,21.089792,10.340372
United States,USA,2015,15/09/15,17.933317,10.340372
United States,USA,2015,15/10/15,11.803592,10.340372
United States,USA,2015,15/11/15,4.393361,10.340372
United States,USA,2015,15/12/15,0.77242833,10.340372
United States,USA,2016,15/01/16,-1.5555596,10.816186
United States,USA,2016,15/02/16,1.7139809,10.816186
United States,USA,2016,15/03/16,5.954588,10.816186
United States,USA,2016,15/04/16,10.091528,10.816186
United States,USA,2016,15/05/16,14.704148,10.816186
United States,USA,2016,15/06/16,20.889801,10.816186
United States,USA,2016,15/07/16,22.85412,10.816186
United States,USA,2016,15/08/16,21.64751,10.816186
United States,USA,2016,15/09/16,17.629316,10.816186
United States,USA,2016,15/10/16,12.078096,10.816186
United States,USA,2016,15/11/16,5.701624,10.816186
United States,USA,2016,15/12/16,-1.9149151,10.816186
United States,USA,2017,15/01/17,-1.8732328,10.459979
United States,USA,2017,15/02/17,1.9183359,10.459979
United States,USA,2017,15/03/17,4.0456843,10.459979
United States,USA,2017,15/04/17,10.190167,10.459979
United States,USA,2017,15/05/17,14.570052,10.459979
United States,USA,2017,15/06/17,20.246443,10.459979
United States,USA,2017,15/07/17,23.080124,10.459979
United States,USA,2017,15/08/17,20.67805,10.459979
United States,USA,2017,15/09/17,17.32136,10.459979
United States,USA,2017,15/10/17,11.073573,10.459979
United States,USA,2017,15/11/17,4.6774616,10.459979
United States,USA,2017,15/12/17,-0.40826523,10.459979
United States,USA,2018,15/01/18,-2.24993,10.083268
United States,USA,2018,15/02/18,0.004575505,10.083268
United States,USA,2018,15/03/18,3.6745238,10.083268
United States,USA,2018,15/04/18,7.8231215,10.083268
United States,USA,2018,15/05/18,16.59505,10.083268
United States,USA,2018,15/06/18,20.531963,10.083268
United States,USA,2018,15/07/18,22.849,10.083268
United States,USA,2018,15/08/18,21.391293,10.083268
United States,USA,2018,15/09/18,17.952377,10.083268
United States,USA,2018,15/10/18,10.391174,10.083268
United States,USA,2018,15/11/18,2.5348487,10.083268
United States,USA,2018,15/12/18,-0.498779,10.083268
United States,USA,2019,15/01/19,-2.3074663,9.849836
United States,USA,2019,15/02/19,-1.5019802,9.849836
United States,USA,2019,15/03/19,3.342292,9.849836
United States,USA,2019,15/04/19,9.630006,9.849836
United States,USA,2019,15/05/19,14.192135,9.849836
United States,USA,2019,15/06/19,19.624065,9.849836
United States,USA,2019,15/07/19,22.812262,9.849836
United States,USA,2019,15/08/19,21.699303,9.849836
United States,USA,2019,15/09/19,18.599184,9.849836
United States,USA,2019,15/10/19,9.468817,9.849836
United States,USA,2019,15/11/19,3.0085816,9.849836
United States,USA,2019,15/12/19,-0.36916402,9.849836
United States,USA,2020,15/01/20,-1.7636682,10.273098
United States,USA,2020,15/02/20,-0.8965415,10.273098
United States,USA,2020,15/03/20,4.787855,10.273098
United States,USA,2020,15/04/20,8.6912365,10.273098
United States,USA,2020,15/05/20,14.967557,10.273098
United States,USA,2020,15/06/20,20.20941,10.273098
United States,USA,2020,15/07/20,22.808058,10.273098
United States,USA,2020,15/08/20,22.287207,10.273098
United States,USA,2020,15/09/20,17.145977,10.273098
United States,USA,2020,15/10/20,10.388611,10.273098
United States,USA,2020,15/11/20,5.0629487,10.273098
United States,USA,2020,15/12/20,-0.41147608,10.273098
United States,USA,2021,15/01/21,-0.9636785,10.219087
United States,USA,2021,15/02/21,-3.6209807,10.219087
United States,USA,2021,15/03/21,4.219833,10.219087
United States,USA,2021,15/04/21,8.859586,10.219087
United States,USA,2021,15/05/21,14.416773,10.219087
United States,USA,2021,15/06/21,21.323225,10.219087
United States,USA,2021,15/07/21,22.683842,10.219087
United States,USA,2021,15/08/21,21.578009,10.219087
United States,USA,2021,15/09/21,17.846388,10.219087
United States,USA,2021,15/10/21,11.455544,10.219087
United States,USA,2021,15/11/21,3.639175,10.219087
United States,USA,2021,15/12/21,1.1913205,10.219087
United States,USA,2022,15/01/22,-3.3727252,9.867122
United States,USA,2022,15/02/22,-1.6219887,9.867122
United States,USA,2022,15/03/22,4.2809362,9.867122
United States,USA,2022,15/04/22,8.488442,9.867122
United States,USA,2022,15/05/22,15.128978,9.867122
United States,USA,2022,15/06/22,20.608007,9.867122
United States,USA,2022,15/07/22,23.184889,9.867122
United States,USA,2022,15/08/22,21.801897,9.867122
United States,USA,2022,15/09/22,18.170912,9.867122
United States,USA,2022,15/10/22,10.723488,9.867122
United States,USA,2022,15/11/22,2.6808946,9.867122
United States,USA,2022,15/12/22,-1.6682689,9.867122
United States,USA,2023,15/01/23,-0.5443969,10.353625
United States,USA,2023,15/02/23,-0.4384129,10.353625
United States,USA,2023,15/03/23,2.3750653,10.353625
United States,USA,2023,15/04/23,7.91962,10.353625
United States,USA,2023,15/05/23,15.296378,10.353625
United States,USA,2023,15/06/23,19.386423,10.353625
United States,USA,2023,15/07/23,23.168596,10.353625
United States,USA,2023,15/08/23,22.189846,10.353625
United States,USA,2023,15/09/23,17.964678,10.353625
United States,USA,2023,15/10/23,11.079592,10.353625
United States,USA,2023,15/11/23,4.680232,10.353625
United States,USA,2023,15/12/23,1.1658766,10.353625
United States,USA,2024,15/01/24,-2.7272227,11.6121025
United States,USA,2024,15/02/24,1.9572763,11.6121025
United States,USA,2024,15/03/24,4.290544,11.6121025
United States,USA,2024,15/04/24,9.773721,11.6121025
United States,USA,2024,15/05/24,14.883865,11.6121025
United States,USA,2024,15/06/24,20.794046,11.6121025
United States,USA,2024,15/07/24,22.566105,11.6121025
United States,USA,2024,15/08/24,21.358484,11.6121025
